exp	c_1086	0181_0001	400	606578	466001	469488	472551	475988	478857	482052	484897	487725	490588	493153	495907	498401	500979	503247	505638	507794	510044	512048	514094	516029	517887	519728	521350	523173	524687	526295	527670	529223	530413	531854	533040	534271	535368	536414	537463	538391	539365	540179	541110	541843
exp	c_1086	0101_0001	550	451137	345398	347924	350297	352631	355057	357323	359521	361652	363640	365533	367485	369368	371142	373027	374622	376583	377934	379390	380981	382417	383872	385185	386421	387720	388859	390036	391102	392215	393168	394163	395130	395966	396841	397674	398437	399154	399870	400505	401143	401748
exp	c_1086	0127_0001	650	500688	383254	386039	388628	391427	394105	396544	398985	401345	403551	405840	407933	410012	411793	414197	415972	417885	419624	421301	422918	424470	426059	427562	428977	430437	431722	432930	434172	435375	436511	437557	438582	439554	440472	441379	442277	443037	443820	444623	445294	445937
exp	c_1086	0168_0001	800	345654	264513	266402	268264	270046	271808	273417	275116	276824	278388	279952	281380	282776	284141	285441	286758	288174	289358	290523	291692	292785	293920	294980	295952	296885	297794	298637	299499	300300	301013	301736	302453	303137	303792	304449	305051	305647	306226	306690	307146	307628
exp	c_2198	0183_0001	400	655762	466894	470540	473746	477075	480048	483031	486078	488886	491743	494386	496943	499511	502002	504385	506715	508972	511105	513184	515244	517146	518901	520781	522405	524129	525619	527200	528556	530056	531354	532694	533877	535113	536269	537410	538362	539443	540329	541259	542094	542943
exp	c_2198	0103_0001	550	436457	310082	312353	314473	316646	318667	320583	322615	324492	326330	328150	329811	331572	333249	334929	336404	337854	339330	340661	342055	343308	344548	345765	346916	348057	349192	350192	351114	352034	352951	353816	354603	355439	356181	356879	357611	358200	358814	359362	359891	360450
exp	c_2198	0130_0001	650	530869	376103	378935	381306	383906	386477	388975	391412	393586	395627	398203	400239	402225	404295	406110	407927	409746	411491	413144	414832	416299	417777	419212	420639	422003	423291	424504	425692	426912	427995	428960	429887	430814	431641	432601	433479	434343	435091	435833	436568	437210
exp	c_2198	0170_0001	800	479679	338905	341450	343866	346105	348318	350527	352570	354717	356807	358719	360657	362537	364367	366079	367707	369326	370935	372379	373855	375239	376593	377896	379162	380368	381568	382660	383688	384690	385751	386703	387617	388524	389349	390177	390963	391663	392339	393038	393700	394301
exp	c_54	0179_0001	400	569503	453596	456702	460077	463205	466179	469065	472178	474991	477646	480280	482787	485248	487780	489957	492098	494253	496366	498435	500310	502253	504041	505862	507494	509103	510626	512181	513588	515022	516327	517550	518715	519867	520844	521922	522955	523933	524877	525657	526450	527216
exp	c_54	0099_0001	550	476323	379263	381925	384500	387095	389583	391985	394467	396614	398971	401081	403093	405221	407242	409078	411005	412811	414369	416344	417717	419400	420807	422231	423734	425059	426356	427519	428718	429796	430988	431931	432946	433903	434785	435724	436581	437375	438098	438812	439489	440203
exp	c_54	0126_0001	650	538037	427049	430308	433414	436317	439185	442102	444855	447570	450077	452634	455042	457172	460008	461951	464060	466103	468056	469916	471806	473632	475299	476896	478570	480084	481486	482820	484180	485413	486671	487914	489089	490199	491211	492228	493257	494203	495092	495948	496727	497401
exp	c_54	0166_0001	800	481459	382464	385309	388050	390678	393252	395625	397883	400318	402567	404741	406844	409008	411046	413011	414978	416703	418457	420232	421906	423402	424964	426359	427867	429257	430571	431871	433106	434270	435327	436407	437377	438352	439247	440154	440997	441783	442567	443393	444048	444709
exp	empty	0187_0001	400	574279	474978	478489	481755	485035	488217	491367	494411	497325	500070	503049	505584	508176	510852	513245	515737	517923	520051	522088	524181	526135	528074	529879	531658	533368	534982	536489	537937	539445	540680	542116	543338	544638	545678	546858	547860	548864	549788	550708	551578	552345
exp	empty	0096_0001	550	453729	374741	377517	380152	382805	385314	387705	390021	392248	394498	396764	398858	400838	403101	404657	406612	408317	410044	411611	413203	414730	416216	417548	418993	420349	421650	422949	424051	425168	426342	427385	428325	429224	430159	431043	431869	432644	433438	434134	434812	435489
exp	empty	0124_0001	650	522451	431476	434706	437649	440582	443535	446407	449151	451816	454314	456833	459337	461696	464050	465994	468726	470496	472402	474364	476242	478080	479817	481422	483082	484676	486128	487501	488979	490205	491458	492589	493741	494736	495777	496874	497816	498684	499546	500390	501168	501931
exp	empty	0173_0001	800	395451	326469	328806	331041	333318	335535	337665	339749	341765	343709	345895	347587	349363	350988	352679	354331	355957	357462	358915	360289	361587	362924	364192	365460	366584	367650	368722	369735	370688	371582	372494	373359	374201	374971	375765	376442	377133	377797	378466	379013	379570
