exp	c_54	0179_0001	400	742.4978692393686	7.65099110304089
exp	c_1086	0181_0001	400	741.6732769313047	4.955218492611644
exp	c_2198	0183_0001	400	740.7036427541428	2.832410398044314
exp	c_54	0099_0001	550	753.228430807416	8.250164332861731
exp	c_1086	0101_0001	550	746.7028406965154	5.535428710334207
exp	c_2198	0103_0001	550	743.6303865146145	3.4058624685319305
exp	c_54	0126_0001	650	755.0368507047217	7.75708694999319
exp	c_1086	0127_0001	650	752.9530618252644	5.2982687899540855
exp	c_2198	0130_0001	650	759.1460967630179	3.127395653650074
exp	c_54	0166_0001	800	760.3678689813163	8.399364897468143
exp	c_1086	0168_0001	800	757.2959006828511	6.209700797920814
exp	c_2198	0170_0001	800	765.580632485678	3.3314721516629686
