exp	c_1086	0181_0001	400	0.00622546	487763	37.346
exp	c_1086	0101_0001	550	0.00631013	395822	38.0014
exp	c_1086	0127_0001	650	0.00609699	456410	39.4925
exp	c_1086	0168_0001	800	0.00473627	255799	28.0707
exp	c_2198	0183_0001	400	0.0115507	495628	54.4833
exp	c_2198	0103_0001	550	0.0130666	366580	52.1508
exp	c_2198	0130_0001	650	0.0116652	437031	56.849
exp	c_2198	0170_0001	800	0.0103507	320405	47.7444
exp	c_54	0179_0001	400	0.00364913	471727	28.4789
exp	c_54	0099_0001	550	0.00362164	440225	29.1594
exp	c_54	0126_0001	650	0.00308816	492393	29.6279
exp	c_54	0166_0001	800	0.00292448	295619	22.7181
exp	empty	0187_0001	400	0.000698027	494910	18.5516
exp	empty	0106_0001	550	0.000948533	449978	15.0479
exp	empty	0124_0001	650	0.000611007	512243	19.7098
exp	empty	0173_0001	800	0.000802806	316057	16.9748
