exp	c_54	0179_0001	400.0	69.60093869592244	2.8752215191716926	5.789615357988457
exp	c_54	0099_0001	550.0	66.55797864900158	3.828432976930424	8.439094778398456
exp	c_54	0126_0001	650.0	69.04674876093803	2.663776108055342	5.466358971509861
exp	c_54	0166_0001	800.0	61.91531887484358	5.3322613395088885	6.549771765111837
exp	c_1086	0181_0001	400.0	60.03171756612448	1.6523301159131591	4.091927675865529
exp	c_1086	0101_0001	550.0	59.382691894169426	2.198509372411536	5.184109236884073
exp	c_1086	0127_0001	650.0	70.5789478638138	1.6750379293750337	3.926257336444398
exp	c_1086	0168_0001	800.0	59.2222349287549	3.3454404601885983	4.714325536801768
exp	c_2198	0183_0001	400.0	49.95978849090182	0.9503335441493869	2.426555112806926
exp	c_2198	0103_0001	550.0	65.29574459364129	1.3643849361417117	2.7873511775051343
exp	c_2198	0130_0001	650.0	63.23724266195692	1.027010100879125	2.2006523898518746
exp	c_2198	0170_0001	800.0	59.692536560367245	1.893817960203312	2.428194210679203
