exp	c_1086	0181_0001	400	606578	215040	247457	279902	311111	341223	369851	394840	418319	439684	458293	474500	488692	500721	511101	519525	526596	532509	537207	541026	544001	546551	548494	549916	551071	552006	552702	553190	553619	553941	554168	554348	554516	554615	554690	554750	554796	554850	554889	554918	554936
exp	c_1086	0101_0001	550	451137	158673	182710	207246	230159	252279	272813	291892	309107	325091	339344	351607	362264	371460	379092	385571	390849	395240	398876	401781	404027	405826	407253	408335	409158	409827	410344	410701	410995	411219	411402	411521	411638	411720	411792	411849	411912	411964	412022	412082	412141
exp	c_1086	0127_0001	650	500688	175322	202692	229373	255352	280097	303205	324188	343495	360911	376269	389862	401577	411484	420131	427411	433344	438272	442253	445449	448028	450117	451659	452898	453827	454559	455163	455640	455995	456270	456480	456655	456818	456953	457090	457224	457361	457500	457648	457802	457968
exp	c_1086	0168_0001	800	345654	119783	138363	156873	174396	191580	207888	223001	236389	248468	259131	268664	276781	283781	289919	294879	299093	302415	305214	307418	309218	310625	311734	312597	313234	313751	314125	314410	314627	314790	314939	315070	315154	315229	315282	315331	315389	315460	315531	315626	315723
exp	c_2198	0183_0001	400	655762	216209	248933	281955	312357	342642	370277	396102	419729	440421	459105	475551	489618	501462	511654	520459	527544	533446	538167	542133	545110	547582	549541	551032	552169	553084	553819	554378	554802	555129	555370	555560	555695	555782	555870	555927	555999	556049	556091	556116	556149
exp	c_2198	0103_0001	550	436457	141895	163360	185503	205563	225583	244424	261826	277880	291766	304191	315066	324436	332942	339852	345666	350503	354399	357609	360154	362215	363876	365107	366121	366921	367508	367987	368343	368604	368810	368977	369118	369208	369283	369352	369422	369478	369534	369592	369649	369727
exp	c_2198	0130_0001	650	530869	171564	198397	224306	249395	273762	296306	317280	336528	353311	368599	382015	393724	403400	411759	418851	424738	429584	433357	436490	438998	441013	442585	443854	444827	445539	446103	446537	446898	447196	447399	447627	447823	448004	448148	448329	448521	448705	448910	449131	449367
exp	c_2198	0170_0001	800	479679	154370	178133	201708	225021	246614	267259	285944	303112	318750	332438	344247	354890	364094	371702	378014	383376	387557	391128	393964	396312	398102	399522	400633	401499	402176	402699	403092	403384	403622	403818	403971	404101	404227	404330	404442	404564	404705	404854	405036	405219
exp	c_54	0179_0001	400	569503	210048	240568	273763	303120	331950	360966	384487	407141	428394	445868	462178	475898	487749	497716	505938	513049	518726	523152	526963	529922	532252	534150	535628	536688	537553	538230	538687	539031	539319	539530	539696	539817	539901	539967	540029	540073	540103	540125	540144	540161
exp	c_54	0099_0001	550	476323	173041	199877	226177	251991	276448	298864	320013	339227	356255	371483	384962	396601	406547	415010	422000	427783	432736	436677	439745	442221	444304	445837	447097	447997	448772	449358	449788	450108	450330	450512	450637	450750	450818	450895	450950	451007	451057	451097	451141	451190
exp	c_54	0126_0001	650	538037	196929	226288	256053	284690	312498	338075	361472	383344	402572	419777	435060	448069	459279	468441	476438	483090	488595	493144	496683	499567	501801	503625	504983	506095	506929	507488	507952	508291	508578	508811	509006	509169	509292	509400	509505	509604	509717	509841	509953	510055
exp	c_54	0166_0001	800	481459	175088	202199	228420	253944	278560	301329	322522	342174	359580	375268	388903	400540	410568	419315	426620	432506	437344	441335	444575	447147	449109	450681	451878	452804	453545	454142	454550	454865	455091	455251	455372	455507	455600	455681	455770	455847	455901	455977	456055	456130
exp	empty	0187_0001	400	574279	219752	252558	285866	318296	347757	376546	403194	426105	447919	467193	483563	498077	510491	520791	529702	536797	542681	547550	551472	554593	557083	559037	560568	561757	562645	563301	563827	564276	564588	564832	564997	565147	565242	565318	565367	565408	565442	565463	565482	565500
exp	empty	0096_0001	550	453729	171783	198543	224345	250008	274029	296073	316624	335560	352440	367500	380834	392231	402191	410429	417417	423499	428159	432059	435166	437618	439607	441096	442274	443228	443997	444574	444977	445314	445553	445700	445831	445931	446006	446069	446116	446150	446177	446202	446230	446251
exp	empty	0124_0001	650	522451	197319	227624	257362	285852	314069	340071	364091	386335	405288	422781	438067	451531	463071	472654	480649	487344	492912	497401	500941	503809	506064	507863	509207	510333	511181	511830	512314	512690	512964	513146	513334	513463	513569	513657	513718	513781	513843	513893	513943	513986
exp	empty	0173_0001	800	395451	149085	171998	194658	216148	237507	257383	275321	291485	306396	319643	331202	341063	350021	357496	363682	368832	373144	376533	379302	381518	383163	384550	385598	386373	386995	387453	387821	388104	388308	388479	388602	388694	388765	388810	388848	388884	388916	388949	388978	389001
