exp	c_54	0179_0001	400	806.3451645729095	7.781665675871554
exp	c_1086	0181_0001	400	798.8676064622285	5.108086145501007
exp	c_2198	0183_0001	400	794.4020295325382	2.913244001392977
exp	c_54	0099_0001	550	810.6929827787371	8.740212724702543
exp	c_1086	0101_0001	550	812.1407749680285	5.872371513033705
exp	c_2198	0103_0001	550	802.4988772997573	3.577829602135615
exp	c_54	0126_0001	650	812.2797494148507	8.199424973318276
exp	c_1086	0127_0001	650	819.8182306892592	5.61825945007583
exp	c_2198	0130_0001	650	818.7232408215344	3.282008317973371
exp	c_54	0166_0001	800	812.3409296144296	8.792084176017818
exp	c_1086	0168_0001	800	807.1792810036195	6.485475079214673
exp	c_2198	0170_0001	800	815.0407851033301	3.4653462073208603
