exp	c_1086	0181_0001	400	606578	213932	246611	279119	309749	339065	367006	392736	416481	437323	456142	472253	486334	498267	508850	517436	524731	530836	535704	539688	542880	545429	547619	549243	550491	551506	552263	552889	553362	553747	554032	554258	554449	554605	554715	554823	554925	555008	555091	555177	555257
exp	c_1086	0101_0001	550	451137	157427	182048	206014	229423	250953	271802	290839	308522	323902	338186	350273	361155	370145	378009	384391	389912	394346	398152	401040	403399	405272	406789	408029	409035	409817	410401	410931	411328	411702	412006	412254	412446	412639	412811	413011	413219	413433	413657	413889	414144
exp	c_1086	0127_0001	650	500688	174286	201952	227892	254091	278406	300935	322288	341842	358965	374440	388003	400050	410264	419004	426346	432301	437475	441608	444893	447653	449769	451544	452996	454185	455073	455830	456454	456970	457417	457743	458054	458379	458696	458959	459255	459540	459810	460103	460361	460648
exp	c_1086	0168_0001	800	345654	120004	138435	156775	174543	191296	206927	221908	235322	247336	258094	267470	275844	282883	288990	294118	298285	301744	304645	306997	308876	310415	311592	312553	313334	313977	314506	314919	315201	315466	315686	315859	316076	316281	316501	316739	317007	317263	317560	317857	318181
exp	c_2198	0183_0001	400	655762	212951	246872	280116	311131	341078	368965	394007	417648	438261	456577	472929	487111	499342	509687	518421	525498	531545	536447	540464	543664	546372	548452	550084	551503	552548	553389	554004	554497	554882	555168	555442	555627	555799	555948	556073	556183	556311	556425	556523	556637
exp	c_2198	0103_0001	550	436457	140889	162860	183972	205215	224660	243401	260654	276146	290564	302807	313923	323336	331671	338608	344510	349547	353646	357003	359597	361697	363426	364870	365954	366850	367582	368203	368728	369148	369502	369812	370111	370402	370672	370944	371252	371543	371858	372205	372528	372885
exp	c_2198	0130_0001	650	530869	171374	197271	223610	248739	272403	295122	316012	335074	352214	367357	380853	392263	402250	410898	417972	423841	428719	432778	436208	438815	441061	442833	444258	445487	446515	447402	448159	448807	449397	449903	450330	450825	451293	451761	452276	452763	453280	453820	454287	454826
exp	c_2198	0170_0001	800	479679	154145	178079	201253	224057	245574	266014	284837	302006	317830	331385	343569	354139	363116	370898	377340	382642	387159	390846	393887	396336	398375	399891	401186	402160	403008	403755	404283	404807	405243	405678	406105	406566	407056	407568	408101	408697	409282	409930	410550	411231
exp	c_54	0179_0001	400	569503	208081	240176	271731	301832	330659	357905	382907	405668	426065	444176	460012	473663	485408	495520	503987	511194	516886	521737	525583	528738	531195	533153	534781	535975	536956	537699	538289	538771	539110	539382	539613	539766	539895	540013	540110	540189	540255	540324	540391	540451
exp	c_54	0099_0001	550	476323	172369	198915	225221	250520	274797	297634	318459	337620	355000	370226	383373	394955	404904	413475	420700	426675	431619	435698	438976	441685	443766	445416	446733	447755	448605	449274	449800	450206	450532	450798	451035	451233	451405	451560	451711	451880	452033	452209	452355	452534
exp	c_54	0126_0001	650	538037	193872	224346	253899	282551	309845	335336	359085	380756	400119	417501	432852	445812	457362	467004	475035	481799	487350	491978	495682	498635	501132	503127	504616	505898	506898	507633	508301	508821	509205	509523	509761	509998	510210	510387	510600	510805	511018	511243	511432	511618
exp	c_54	0166_0001	800	481459	172907	200085	226511	252480	277007	299810	321100	340618	358149	373910	387446	399239	409361	418000	425330	431438	436408	440464	443855	446536	448586	450278	451604	452698	453593	454279	454793	455179	455514	455743	455946	456174	456370	456588	456809	457011	457268	457495	457775	458043
exp	empty	0187_0001	400	574279	217418	250865	283998	315844	346046	374271	400019	423801	445423	464430	481263	495647	508069	518515	527495	534763	540929	545934	549900	553197	555921	557900	559596	560918	561987	562823	563442	563936	564361	564672	564915	565090	565217	565319	565387	565450	565493	565530	565553	565576
exp	empty	0096_0001	550	453729	170701	196425	222582	247538	271668	294070	314668	333514	350732	365856	378936	390711	400741	409094	416248	422203	427048	430985	434229	436835	438935	440694	441921	442960	443765	444372	444854	445187	445453	445702	445872	445977	446061	446135	446188	446239	446303	446361	446404	446452
exp	empty	0124_0001	650	522451	195457	226406	256176	284912	312756	338381	362500	384280	403497	421037	436415	449635	461138	470820	479045	485832	491331	496014	499850	502780	505211	507124	508654	509813	510776	511521	512095	512547	512839	513049	513200	513334	513424	513516	513605	513671	513736	513821	513886	513944
exp	empty	0173_0001	800	395451	147054	170231	193139	214967	235787	255449	273603	290196	305101	318532	330265	340443	349034	356574	362733	367965	372137	375675	378482	380854	382706	384165	385315	386179	386860	387410	387812	388091	388267	388398	388508	388595	388669	388736	388824	388911	388990	389053	389113	389192
