exp	c_2198	0183_0001	400	-5.45479	-3.61833	-12.6496	-9.39943	6.07404	0.299134	6.07037	0.305292
exp	c_2198	0103_0001	550	-3.00842	-0.990681	-14.0184	-10.1287	6.04047	0.342031	6.01892	0.356082
exp	c_2198	0130_0001	650	-4.67148	-2.64299	-14.2581	-10.2138	6.05916	0.364212	6.01015	0.382828
exp	c_2198	0170_0001	800	-2.98806	-1.52999	-13.9783	-10.4429	5.94935	0.400258	5.90046	0.418515
exp	empty	0187_0001	400	-5.48666	-3.66476	-12.6174	-9.40983	6.06833	0.308913	6.06468	0.31377
exp	empty	0096_0001	550	-2.98782	-0.95469	-14.0391	-10.1575	6.03515	0.348437	6.0084	0.362608
exp	empty	0124_0001	650	-4.57486	-2.63101	-14.259	-10.2181	6.04962	0.368728	5.99596	0.388491
exp	empty	0173_0001	800	-2.95658	-1.50352	-13.9918	-10.4367	5.93032	0.40175	5.88325	0.419643
