exp	c_2198	0183_0001	400	657424	22570	1128	1031	1047	987	1102	923	979	1165	2906	2498	2759	2341	2248	2580	2595	2963
exp	c_2198	0103_0001	550	437311	2169	183	190	187	184	180	179	171	184	182	173	574	433	404	462	418	541
exp	c_2198	0130_0001	650	531690	2415	99	113	113	112	109	109	111	105	122	106	614	416	363	428	386	523
exp	c_2198	0170_0001	800	480539	81574	387	451	471	457	505	435	475	527	1575	1289	18750	13294	11414	13866	13269	15956
exp	empty	0187_0001	400	575624	21434	1061	889	1006	872	1015	845	851	985	2705	2332	2740	2239	2115	2418	2467	2790
exp	empty	0096_0001	550	454455	2551	166	184	180	177	184	184	177	184	186	164	701	491	412	505	478	570
exp	empty	0124_0001	650	523267	2616	130	126	129	128	129	126	126	144	137	126	659	477	370	490	456	552
exp	empty	0173_0001	800	396093	76073	396	453	434	408	480	398	451	489	1466	1257	17677	12548	10561	13010	12106	15020
