exp	c_1086	0181_0001	400	0.00338546	477379	27.9557
exp	c_1086	0101_0001	550	0.00345714	388068	29.6319
exp	c_1086	0127_0001	650	0.00310109	445925	30.1364
exp	c_1086	0168_0001	800	0.00240141	249812	20.5915
exp	c_2198	0183_0001	400	0.00690022	484584	43.644
exp	c_2198	0103_0001	550	0.00742172	355869	41.1558
exp	c_2198	0130_0001	650	0.00701828	426595	45.3256
exp	c_2198	0170_0001	800	0.00604746	312665	37.9294
exp	c_54	0179_0001	400	0.00187452	463589	21.9584
exp	c_54	0099_0001	550	0.00174178	428058	20.9192
exp	c_54	0126_0001	650	0.00152809	482568	24.0752
exp	c_54	0166_0001	800	0.00155055	288637	17.1355
exp	empty	0187_0001	400	0.000245169	486224	14.9589
exp	empty	0106_0001	550	0.000533145	440254	30.2742
exp	empty	0124_0001	650	0.000294018	504870	1.10953
exp	empty	0173_0001	800	0.000379316	310259	9.5478
