exp	c_54	0179_0001	400.0	728.084199601389	5.699962372802312
exp	c_54	0099_0001	550.0	737.2636082174749	8.417063662526152
exp	c_54	0126_0001	650.0	743.3776875264412	5.432285009759507
exp	c_54	0166_0001	800.0	763.4295937424298	6.5213610675875975
exp	c_1086	0181_0001	400.0	728.4890260344	4.08311589917086
exp	c_1086	0101_0001	550.0	733.9611618705705	5.174965111557019
exp	c_1086	0127_0001	650.0	742.576506758406	3.91417577525082
exp	c_1086	0168_0001	800.0	756.778678975128	4.704268335079662
exp	c_2198	0183_0001	400.0	722.164843571076	2.4134054435411
exp	c_2198	0103_0001	550.0	739.3472065029836	2.7832316364274567
exp	c_2198	0130_0001	650.0	748.3015565614389	2.1954322348779707
exp	c_2198	0170_0001	800.0	758.0055547752874	2.4234642273080174
