exp	c_1086	0181_0001	400	1.000970613309522	1.0012047206819361	1.0004775376047916	1.0007385776837665
exp	c_1086	0101_0001	550	1.000225724525285	1.000650691927637	1.0002925591612633	1.0004451438962323
exp	c_1086	0127_0001	650	1.0001693523615311	1.0002067266758	1.0001833677293819	1.0002791394096961
exp	c_1086	0168_0001	800	1.0000942579916638	1.0000980283113303	1.0000942579916638	1.0001395018276624
exp	c_2198	0183_0001	400	1.0016093413968794	1.0019846138302326	1.0008608584666203	1.0012938651204892
exp	c_2198	0103_0001	550	1.0004289410883647	1.0007866248623756	1.000504390009445	1.0007139703457797
exp	c_2198	0130_0001	650	1.0002420292317529	1.0002554753001835	1.0003679333270585	1.0005268414085124
exp	c_2198	0170_0001	800	1.0001483045820183	1.0001557198111193	1.0001824146358826	1.000249151697791
exp	c_54	0179_0001	400	1.000653961136024	1.0008259444217964	1.0003237956923494	1.0004713615980432
exp	c_54	0099_0001	550	1.0001978675788286	1.000607248776405	1.0002308455086335	1.0003343279780208
exp	c_54	0126_0001	650	1.0001365772230382	1.000150668523828	1.000152836416257	1.0002287126512783
exp	c_54	0166_0001	800	1.0000752532743014	1.0000752532743014	1.0001066088052601	1.0001473709955067
exp	empty	0187_0001	400	1.0004003198484286	1.000473660889362	1.0001538124608467	1.0002342838807596
exp	empty	0096_0001	550	1.0001040191395216	1.000564675328832	1.0001394542310071	1.0002263273585197
exp	empty	0124_0001	650	1.0000848306110737	1.0000973981090104	1.0000890197770527	1.0001319587283368
exp	empty	0173_0001	800	1.0000715527556945	1.00006850795758	1.000050239168892	1.0000867767462678
